O*NET-SOC Code,Title,Workplace Example,Hot Technology,In Demand
45-2011.00,Agricultural Inspectors,Operational databases,N,N
45-2021.00,Animal Breeders,Adobe Acrobat,Y,N
45-2021.00,Animal Breeders,Adobe Creative Cloud software,Y,N
45-2021.00,Animal Breeders,Adobe Illustrator,Y,N
45-2021.00,Animal Breeders,Adobe InDesign,Y,N
45-2021.00,Animal Breeders,Adobe Photoshop,Y,N
45-2021.00,Animal Breeders,Breedtrak,N,N
45-2021.00,Animal Breeders,Email software,N,N
45-2021.00,Animal Breeders,KinTraks,N,N
45-2021.00,Animal Breeders,Microsoft Access,Y,N
45-2021.00,Animal Breeders,Microsoft Excel,Y,N
45-2021.00,Animal Breeders,Microsoft Internet Explorer,N,N
45-2021.00,Animal Breeders,Microsoft Office software,Y,N
45-2021.00,Animal Breeders,Microsoft Outlook,Y,N
45-2021.00,Animal Breeders,Microsoft SharePoint,Y,N
45-2021.00,Animal Breeders,Microsoft Windows,Y,N
45-2021.00,Animal Breeders,Microsoft Word,Y,N
45-2021.00,Animal Breeders,Questionmark Perception,N,N
45-2021.00,Animal Breeders,Respondus,N,N
45-2021.00,Animal Breeders,Reudink Software ZooEasy,N,N
45-2021.00,Animal Breeders,VSN International GenStat,N,N
45-2021.00,Animal Breeders,Winners Programs BirdStud,N,N
45-2021.00,Animal Breeders,Winners Programs Uni-Stud,N,N
45-2041.00,"Graders and Sorters, Agricultural Products",Microsoft Access,Y,N
45-2041.00,"Graders and Sorters, Agricultural Products",Microsoft Active Server Pages ASP,Y,N
45-2041.00,"Graders and Sorters, Agricultural Products",Microsoft Excel,Y,Y
45-2041.00,"Graders and Sorters, Agricultural Products",Microsoft Office software,Y,N
45-2041.00,"Graders and Sorters, Agricultural Products",Microsoft Outlook,Y,Y
45-2041.00,"Graders and Sorters, Agricultural Products",Microsoft PowerPoint,Y,N
45-2041.00,"Graders and Sorters, Agricultural Products",Microsoft Word,Y,N
45-2091.00,Agricultural Equipment Operators,Farm Management Software Hay and Crop Manager,N,N
45-2091.00,Agricultural Equipment Operators,Martens Farms Farm Site Mate,N,N
45-2091.00,Agricultural Equipment Operators,Martens Farms Farm Trac,N,N
45-2091.00,Agricultural Equipment Operators,Microsoft Access,Y,N
45-2091.00,Agricultural Equipment Operators,Microsoft Excel,Y,N
45-2091.00,Agricultural Equipment Operators,Microsoft PowerPoint,Y,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",BCL Landview Systems WinCrop,N,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Farm Works Software Trac,N,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Global positioning system GPS software,N,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",IBM Lotus Notes,N,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Microsoft Excel,Y,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Microsoft Office software,Y,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Microsoft Outlook,Y,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Microsoft PowerPoint,Y,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Microsoft Word,Y,N
45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",Web browser software,N,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",BCL Landview Systems WinCrop,N,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Farm Works Software Trac,N,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Lancaster DHIA PCDART,N,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Microsoft Excel,Y,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Microsoft Office software,Y,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Microsoft Word,Y,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Valley Agricultural Software DairyCOMP 305,N,N
45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Web browser software,N,N
45-3031.00,Fishing and Hunting Workers,Catchlog Trading Catchlog,N,N
45-3031.00,Fishing and Hunting Workers,DeerDays,N,N
45-3031.00,Fishing and Hunting Workers,Inventory management systems,N,N
45-3031.00,Fishing and Hunting Workers,MaxSea Time Zero Navigator NOAA,N,N
45-3031.00,Fishing and Hunting Workers,MaxSea TIMEZERO,N,N
45-3031.00,Fishing and Hunting Workers,Microsoft Excel,Y,N
45-3031.00,Fishing and Hunting Workers,Microsoft Office software,Y,N
45-3031.00,Fishing and Hunting Workers,OLRAC Electronic Logbook Software Solution,N,N
45-3031.00,Fishing and Hunting Workers,P-Sea WindPlot,N,N
45-3031.00,Fishing and Hunting Workers,Signet Nobeltec Catch,N,N
45-3031.00,Fishing and Hunting Workers,Strat-Tech Deer Hunting Expert,N,N
45-3031.00,Fishing and Hunting Workers,Trimble MyTopo Terrain Navigator Pro,N,N
45-3031.00,Fishing and Hunting Workers,Winchester Ammunition Ballistics Calculator,N,N
45-4011.00,Forest and Conservation Workers,Database software,N,N
45-4011.00,Forest and Conservation Workers,ESRI ArcGIS software,Y,Y
45-4011.00,Forest and Conservation Workers,Geographic information system GIS software,N,N
45-4011.00,Forest and Conservation Workers,Geographic information system GIS systems,N,Y
45-4011.00,Forest and Conservation Workers,IBM Lotus 1-2-3,N,N
45-4011.00,Forest and Conservation Workers,IBM Lotus Notes,N,N
45-4011.00,Forest and Conservation Workers,Leica Geosystems ERDAS IMAGINE,N,N
45-4011.00,Forest and Conservation Workers,Microsoft Access,Y,N
45-4011.00,Forest and Conservation Workers,Microsoft Excel,Y,N
45-4011.00,Forest and Conservation Workers,Microsoft Office software,Y,N
45-4011.00,Forest and Conservation Workers,Microsoft Outlook,Y,N
45-4011.00,Forest and Conservation Workers,Microsoft PowerPoint,Y,N
45-4011.00,Forest and Conservation Workers,Microsoft Project,Y,N
45-4011.00,Forest and Conservation Workers,Microsoft Windows,Y,N
45-4011.00,Forest and Conservation Workers,Microsoft Word,Y,N
45-4021.00,Fallers,Assisi Compiler,N,N
45-4021.00,Fallers,Assisi Software Assisi Inventory,N,N
45-4021.00,Fallers,Assisi Software Assisi Manager,N,N
45-4021.00,Fallers,Assisi Software Assisi Resource,N,N
45-4021.00,Fallers,BCS Woodlands Software The Logger Tracker,N,N
45-4021.00,Fallers,BCS Woodlands Software Woodlands Tracker,N,N
45-4021.00,Fallers,ESRI ArcView,N,N
45-4021.00,Fallers,Geographic information system GIS systems,N,N
45-4021.00,Fallers,Microsoft Excel,Y,N
45-4021.00,Fallers,Microsoft Office software,Y,N
45-4021.00,Fallers,Microsoft Outlook,Y,N
45-4021.00,Fallers,Microsoft PowerPoint,Y,N
45-4021.00,Fallers,Microsoft Word,Y,N
45-4022.00,Logging Equipment Operators,BCS Woodlands Systems The Logger Tracker,N,N
45-4022.00,Logging Equipment Operators,Microsoft Excel,Y,N
45-4022.00,Logging Equipment Operators,Microsoft Office software,Y,N
45-4022.00,Logging Equipment Operators,Microsoft Outlook,Y,N
45-4022.00,Logging Equipment Operators,Microsoft Word,Y,N
45-4022.00,Logging Equipment Operators,SAP software,Y,N
45-4022.00,Logging Equipment Operators,TradeTec TallyWorks Logs,N,N
45-4022.00,Logging Equipment Operators,TradeTec TallyWorks TimeTracker,N,N
45-4023.00,Log Graders and Scalers,AS/400 Database,N,N
45-4023.00,Log Graders and Scalers,Atterbury Consultants SuperACE/FLIPS,N,N
45-4023.00,Log Graders and Scalers,Microsoft Access,Y,N
45-4023.00,Log Graders and Scalers,Microsoft Excel,Y,N
45-4023.00,Log Graders and Scalers,Microsoft Office software,Y,N
45-4023.00,Log Graders and Scalers,Microsoft Outlook,Y,N
45-4023.00,Log Graders and Scalers,Microsoft PowerPoint,Y,N
45-4023.00,Log Graders and Scalers,Microsoft Windows,Y,N
45-4023.00,Log Graders and Scalers,Microsoft Word,Y,N
45-4023.00,Log Graders and Scalers,SAP software,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Adobe Acrobat,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Autodesk AutoCAD,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,FranklinCovey TabletPlanner,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Graphics software,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,HCSS HeavyJob,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Inventory tracking software,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Mi-Co Mi-Forms,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Microsoft Excel,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Microsoft NetMeeting,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Microsoft Office software,Y,Y
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Microsoft Outlook,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Microsoft PowerPoint,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Microsoft Project,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Microsoft Word,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Oracle Primavera Enterprise Project Portfolio Management,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Oracle Primavera P6 Enterprise Portfolio Project Management,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Oracle Primavera Systems,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Procore software,Y,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Prolog,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,QuickBase business management software,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Sage 300 Construction and Real Estate,N,N
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Scheduling software,N,N
47-1011.03,Solar Energy Installation Managers,Autodesk AutoCAD,Y,N
47-1011.03,Solar Energy Installation Managers,Autodesk AutoCAD Civil 3D,Y,N
47-1011.03,Solar Energy Installation Managers,Autodesk Revit,Y,N
47-1011.03,Solar Energy Installation Managers,Bentley STAAD,N,N
47-1011.03,Solar Energy Installation Managers,Computer aided design and drafting software CADD,N,N
47-1011.03,Solar Energy Installation Managers,Cost estimating software,N,N
47-1011.03,Solar Energy Installation Managers,Esri ArcGIS,N,N
47-1011.03,Solar Energy Installation Managers,Inventory tracking software,N,N
47-1011.03,Solar Energy Installation Managers,Mapping software,N,N
47-1011.03,Solar Energy Installation Managers,Microsoft Excel,Y,N
47-1011.03,Solar Energy Installation Managers,Microsoft Office software,Y,N
47-1011.03,Solar Energy Installation Managers,Microsoft Outlook,Y,N
47-1011.03,Solar Energy Installation Managers,Microsoft PowerPoint,Y,N
47-1011.03,Solar Energy Installation Managers,Microsoft Project,Y,N
47-1011.03,Solar Energy Installation Managers,Microsoft SharePoint Server,N,N
47-1011.03,Solar Energy Installation Managers,Microsoft Visio,Y,N
47-1011.03,Solar Energy Installation Managers,Microsoft Windows,Y,N
47-1011.03,Solar Energy Installation Managers,Microsoft Word,Y,N
47-1011.03,Solar Energy Installation Managers,Minitab,N,N
47-1011.03,Solar Energy Installation Managers,Oracle Primavera Enterprise Project Portfolio Management,Y,N
47-1011.03,Solar Energy Installation Managers,Oracle Primavera Systems,N,N
47-1011.03,Solar Energy Installation Managers,Procore software,Y,N
47-1011.03,Solar Energy Installation Managers,Prolog,N,N
47-1011.03,Solar Energy Installation Managers,PVsyst,N,N
47-1011.03,Solar Energy Installation Managers,Real time operating system RTOS software,N,N
47-1011.03,Solar Energy Installation Managers,Salesforce software,Y,N
47-1011.03,Solar Energy Installation Managers,SAP software,Y,N
47-1011.03,Solar Energy Installation Managers,Trimble SketchUp Pro,Y,N
47-1011.03,Solar Energy Installation Managers,Work scheduling software,N,N
47-2011.00,Boilermakers,Autodesk AutoCAD,Y,N
47-2011.00,Boilermakers,Health and safety training software,N,N
47-2011.00,Boilermakers,Microsoft Excel,Y,N
47-2011.00,Boilermakers,Microsoft Office software,Y,N
47-2011.00,Boilermakers,Microsoft Outlook,Y,N
47-2011.00,Boilermakers,Microsoft Windows,Y,N
47-2011.00,Boilermakers,Microsoft Word,Y,N
47-2011.00,Boilermakers,SAP software,Y,N
47-2021.00,Brickmasons and Blockmasons,Construction Management Software ProEst,N,N
47-2021.00,Brickmasons and Blockmasons,CPR Visual Estimator,N,N
47-2021.00,Brickmasons and Blockmasons,Daystar iStructural.com,N,N
47-2021.00,Brickmasons and Blockmasons,Estimating software,N,N
47-2021.00,Brickmasons and Blockmasons,Intuit QuickBooks,Y,N
47-2021.00,Brickmasons and Blockmasons,Microsoft Excel,Y,N
47-2021.00,Brickmasons and Blockmasons,Microsoft Office software,Y,N
47-2021.00,Brickmasons and Blockmasons,Microsoft Windows,Y,N
47-2021.00,Brickmasons and Blockmasons,RISA Technologies RISA-3D,N,N
47-2021.00,Brickmasons and Blockmasons,Tradesman's Software Master Estimator,N,N
47-2022.00,Stonemasons,Citrix cloud computing software,N,N
47-2022.00,Stonemasons,CPR Visual Estimator,N,N
47-2022.00,Stonemasons,Gregg Software Gregg Rock-It,N,N
47-2022.00,Stonemasons,Intuit QuickBooks,Y,N
47-2022.00,Stonemasons,Microsoft Active Server Pages ASP,Y,N
47-2022.00,Stonemasons,Microsoft Excel,Y,N
47-2022.00,Stonemasons,Microsoft Office software,Y,N
47-2022.00,Stonemasons,Microsoft Word,Y,N
47-2022.00,Stonemasons,ProEst Software ProEst Estimating,N,N
47-2022.00,Stonemasons,RISA Technologies RISA-3D,N,N
47-2022.00,Stonemasons,SAP software,Y,N
47-2022.00,Stonemasons,Tradesman&apos;s Software Master Estimator,N,N
47-2022.00,Stonemasons,Virtual private networking VPN software,N,N
47-2031.00,Carpenters,Bosch Punch List,N,N
47-2031.00,Carpenters,Craftsman CD Estimator,N,N
47-2031.00,Carpenters,Drawing and drafting software,N,N
47-2031.00,Carpenters,Estimating software,N,N
47-2031.00,Carpenters,Intuit QuickBooks,Y,N
47-2031.00,Carpenters,Job costing software,N,N
47-2031.00,Carpenters,Microsoft Excel,Y,N
47-2031.00,Carpenters,Microsoft Office software,Y,N
47-2031.00,Carpenters,Microsoft Windows,Y,N
47-2031.00,Carpenters,Microsoft Word,Y,N
47-2031.00,Carpenters,Quicken,N,N
47-2031.00,Carpenters,Renaissance MasterCarpenter,N,N
47-2031.00,Carpenters,Turtle Creek Software Goldenseal,N,N
47-2031.00,Carpenters,VirtualBoss,N,N
47-2031.00,Carpenters,Web browser software,N,N
47-2031.00,Carpenters,Wilhelm Publishing Threshold,N,N
47-2041.00,Carpet Installers,Autodesk AutoCAD,Y,N
47-2041.00,Carpet Installers,Aya Associates Comp-U-Floor,N,N
47-2041.00,Carpet Installers,Carpet Dealer Management System CDMS,N,N
47-2041.00,Carpet Installers,eTakeoff,N,N
47-2041.00,Carpet Installers,FIRST Flooring,N,N
47-2041.00,Carpet Installers,FloorCOST Estimator for Excel,N,N
47-2041.00,Carpet Installers,Flooring Technologies QFloors,N,N
47-2041.00,Carpet Installers,Focus Floor Covering Software,N,N
47-2041.00,Carpet Installers,Measure Square FloorEstimate Pro,N,N
47-2041.00,Carpet Installers,Microsoft Excel,Y,N
47-2041.00,Carpet Installers,Microsoft Office software,Y,N
47-2041.00,Carpet Installers,Microsoft Word,Y,N
47-2041.00,Carpet Installers,Pacific Solutions FloorRight,N,N
47-2041.00,Carpet Installers,RFMS Schedule Pro,N,N
47-2041.00,Carpet Installers,Textile Management Systems RollMaster,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Aya Associates Comp-U-Floor,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",CPR Software FloorCOST Estimator for Excel,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Facebook,Y,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Flooring Technologies QFloors,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Focus Floor Covering Software,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Measure Square FloorEstimate Pro,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Microsoft Office software,Y,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",On Center On-Screen Takeoff,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Pacific Solutions FloorRight,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Project visualization software,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Radio frequency identification RFID software,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Textile Management Systems RollMaster,N,N
47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Web browser software,N,N
47-2043.00,Floor Sanders and Finishers,Floor planning software,N,N
47-2043.00,Floor Sanders and Finishers,FloorCOST Estimator for Excel,N,N
47-2043.00,Floor Sanders and Finishers,Flooring Technologies QFloors,N,N
47-2043.00,Floor Sanders and Finishers,Measure Square,N,N
47-2043.00,Floor Sanders and Finishers,Microsoft Excel,Y,N
47-2043.00,Floor Sanders and Finishers,Pacific Solutions FloorRight,N,N
47-2043.00,Floor Sanders and Finishers,Vimeo,N,N
47-2044.00,Tile and Stone Setters,Aya Associates Comp-U-Floor,N,N
47-2044.00,Tile and Stone Setters,EasyCAD Iris 2D,N,N
47-2044.00,Tile and Stone Setters,Measure Square FloorEstimate Pro,N,N
47-2044.00,Tile and Stone Setters,Microsoft Excel,Y,N
47-2044.00,Tile and Stone Setters,Microsoft Office software,Y,N
47-2044.00,Tile and Stone Setters,Microsoft Outlook,Y,N
47-2044.00,Tile and Stone Setters,Microsoft PowerPoint,Y,N
47-2044.00,Tile and Stone Setters,Microsoft Word,Y,N
47-2044.00,Tile and Stone Setters,Salesforce software,Y,N
47-2044.00,Tile and Stone Setters,TileGem,N,N
